trans_date_trans_time,cc_num,merchant,category,amt,first,last,gender,street,city,state,zip,lat,long,city_pop,job,dob,trans_num,unix_time,merch_lat,merch_long,is_fraud,
6/21/2020 12:27,5.01899E+11,fraud_Hoppe-Parisian,kids_pets,134.6,Jessica,Dominguez,F,06393 Nancy Parkways Suite 855,Gadsden,AL,35903,33.9845,-85.9077,67082,Ceramics designer,1/8/1970,cc3733b9ecedc1a7b0053bd0647cdaaa,1371817642,34.727266,-86.883794,0,
6/21/2020 12:27,6.01135E+15,fraud_Hoppe-Parisian,kids_pets,36.72,Samuel,Johnston,M,16285 Jessica Lights,Birmingham,AL,35229,33.4629,-86.7904,493806,Musician,7/12/1980,60a92b482a0058d2769c1ab10c55cb25,1371817660,32.761156,-85.903113,0,
6/21/2020 12:27,2.13196E+14,fraud_Brown-Greenholt,entertainment,105.78,Zachary,Allen,M,69252 Oconnor Alley Apt. 153,Ollie,IA,52576,41.2001,-92.1354,568,Commercial horticulturist,7/24/1969,fc72537e1af1f675c8713aa1a36f3c53,1371817674,41.214609,-92.226244,0,
6/21/2020 12:28,2.71221E+15,fraud_Reilly LLC,home,39.95,Jenna,Brooks,F,50872 Alex Plain Suite 088,Baton Rouge,LA,70808,30.4066,-91.1468,378909,"Designer, furniture",2/22/1977,fb32dada5c853d60e84278eaae707ee2,1371817686,30.382414,-90.923894,0,
6/21/2020 12:28,5.03874E+11,"fraud_Moore, Williamson and Emmerich",home,47.81,Andrew,Mcgee,M,4130 Tiffany Glen Apt. 562,San Antonio,TX,78248,29.5894,-98.5201,1595797,Exhibition designer,12/28/1975,4ffb7174155b877c4d18d1d86e71e813,1371817703,30.50995,-99.374201,0,
6/21/2020 12:28,6.76369E+11,fraud_Rau-Robel,kids_pets,18.96,David,Wolfe,M,81261 Garcia Underpass Suite 741,Southfield,MI,48034,42.4969,-83.2911,75830,"Engineer, automotive",12/28/1974,14dd61cec0b9be2d29aff70f605964ab,1371817719,42.186473,-84.041557,0,
6/21/2020 12:29,4.78323E+12,"fraud_Fadel, Mertz and Rippin",entertainment,46.67,Jessica,Garcia,F,13108 Jennifer Passage,Mc Cracken,KS,67556,38.5957,-99.554,320,Film/video editor,4/22/1961,822cd909aeb6a351637b5f9ba9866f19,1371817765,39.456658,-99.569786,0,
6/21/2020 12:29,3.75849E+14,fraud_Crona and Sons,kids_pets,30.59,Dale,Smith,M,25036 Contreras Turnpike Suite 270,Purmela,TX,76566,31.4841,-97.9903,258,Web designer,12/15/1943,5f947d9974aca9e08265898e26db1583,1371817767,32.053228,-97.160999,0,
6/21/2020 12:29,3.02704E+13,"fraud_Bahringer, Bergnaum and Quitzon",home,3.94,Lisa,Lin,F,908 Brooks Brook,Lomax,IL,61454,40.6761,-91.0391,725,Environmental consultant,11/28/1972,4326b0d0ee56d328d40269e79a68ea30,1371817770,40.922923,-91.977219,0,
6/21/2020 12:29,6.01115E+15,"fraud_Koss, Hansen and Lueilwitz",home,84.11,Jeffrey,White,M,8617 Holmes Terrace Suite 651,Tuscarora,MD,21790,39.2667,-77.5101,100,"Production assistant, television",12/11/1979,ce73a1c97d13e160112f3142781300ac,1371817773,39.535382,-77.064747,0,
6/21/2020 12:29,4.11027E+18,"fraud_Yost, Schamberger and Windler",kids_pets,31.19,Sandra,Schwartz,F,3789 Mark Walks,Sunflower,MS,38778,33.5567,-90.5451,1686,"Education officer, community",11/6/1986,e7b73a4e22392a7800afdca8c230878f,1371817776,33.693106,-89.594744,0,
6/21/2020 12:29,6.7599E+11,"fraud_Armstrong, Walter and Gottlieb",food_dining,4.91,Amanda,Spencer,F,6682 Green Forks,Ogdensburg,NJ,7439,41.0767,-74.5982,2456,Senior tax professional/tax inspector,3/13/1994,def4f0ac7d3e4f02f33462a25632ef6c,1371817786,41.061214,-73.997981,0,
6/21/2020 12:29,3.77027E+14,fraud_Friesen Ltd,health_fitness,5.36,Jackie,Davis,F,1898 Parker Fork Apt. 057,Redford,MO,63665,37.3272,-91.0243,241,Investment analyst,10/27/1974,0920f8e36028f404b48385209a995113,1371817796,38.211238,-90.421871,0,
6/21/2020 12:30,6.01193E+15,fraud_Champlin and Sons,home,80.5,Joshua,Cohen,M,426 Mark Ports,Brooklin,ME,4616,44.2541,-68.5565,824,"Loss adjuster, chartered",11/2/1974,c64caafcb8aaa4608fdba9f1ab53cbcc,1371817819,44.95902,-69.150254,0,
6/21/2020 12:30,3.51961E+15,fraud_Bins-Tillman,entertainment,49.57,Audrey,Gonzalez,F,34180 Lopez Plaza,Fields Landing,CA,95537,40.7268,-124.2174,276,"Scientist, audiological",5/6/1929,12ef39ddb0af3a6bea386509d9929a41,1371817819,40.535495,-123.900519,0,
6/21/2020 12:30,5.71465E+11,fraud_Douglas-White,entertainment,79.51,Louis,Fisher,M,45654 Hess Rest,Fort Washakie,WY,82514,43.0048,-108.8964,1645,Freight forwarder,2/26/1976,23e2084549f139d3fc1458aa6ebe2c6c,1371817828,43.143727,-109.338705,0,
6/21/2020 12:30,6.01165E+15,"fraud_Hermiston, Pacocha and Smith",health_fitness,34.17,Kathryn,Smith,F,19838 Tonya Prairie Apt. 947,Rocky Mount,MO,65072,38.2911,-92.7059,1847,Tax inspector,10/26/1988,eda795ae153f71732ca5390ae6b5814f,1371817839,38.420616,-92.942305,0,
6/21/2020 12:31,4.11655E+15,"fraud_Denesik, Powlowski and Pouros",home,9.75,Bridget,Bowen,F,49120 Regina Island Apt. 170,Port Saint Lucie,FL,34953,27.2625,-80.3793,181438,Primary school teacher,3/19/1934,a2204915943d2fbb1f700042240502b0,1371817879,26.708918,-79.679105,0,
6/21/2020 12:31,4.85549E+18,fraud_Nader-Maggio,personal_care,68.88,Jeremy,Roberson,M,25887 Martin Inlet,Graniteville,VT,5654,44.1554,-72.4847,970,Agricultural consultant,9/29/1993,a2dbde4624ee6e24bb9633ce9fcd1672,1371817883,43.760065,-72.192128,0,
6/21/2020 12:31,4.59974E+18,"fraud_O'Reilly, Mohr and Purdy",home,30.73,Mary,Myers,F,39787 Pamela Fall Suite 639,Tiptonville,TN,38079,36.3846,-89.4649,5577,Geochemist,12/30/1964,d23a9cc9f255e797022458fc9de3b2ce,1371817892,36.312953,-89.938402,0,
6/21/2020 12:32,5.61943E+11,fraud_O'Connell-Ullrich,home,63.27,Melissa,Brown,F,330 Montoya Ramp,Washington,DC,20036,38.9087,-77.0414,601723,Prison officer,3/14/1986,254585bc866b5c091b244515abba49da,1371817955,39.417666,-76.627816,0,
6/21/2020 12:32,2.22767E+15,fraud_Bauch-Blanda,entertainment,121.46,Angie,Jones,F,6970 Blake Trail,Clearwater,FL,33760,27.9004,-82.7152,172247,"Geneticist, molecular",10/22/1979,1c819bcf6e07bd61322a1e61e8f0c70f,1371817956,27.482301,-83.200829,0,
6/21/2020 12:32,2.29601E+15,"fraud_Ruecker, Beer and Collier",shopping_net,9.23,Judy,Hogan,F,4970 Michelle Burgs,Brooklyn,NY,11217,40.6816,-73.9798,2504700,Medical sales representative,9/1/1999,6c2b797c1729405a26268c665c4e5c8d,1371817959,41.49385,-74.258146,0,
6/21/2020 12:32,3.67227E+13,fraud_Berge-Hills,kids_pets,8.86,Jessica,Perez,F,8172 Robertson Parkways Suite 072,Superior,AZ,85173,33.2887,-111.0985,2872,Petroleum engineer,10/28/1987,bf6a53e1ba9d726edf1654d0899f533b,1371817970,32.390381,-111.567332,0,
6/21/2020 12:32,2.13157E+14,fraud_White and Sons,home,55.53,Adam,Santos,M,725 Jo Trace Apt. 102,Glendale,CA,91206,34.1556,-118.2322,172817,Advertising account planner,7/30/1982,c97a7d07cc73cb35af508befd2bc452b,1371817971,33.623691,-118.424568,0,
6/21/2020 12:33,3.5677E+15,fraud_Adams-Barrows,health_fitness,2.61,John,Stevens,M,428 Morgan River,Hudson,NY,12534,42.247,-73.7552,17867,Travel agency manager,7/29/1998,07013b6fac89440c1e8f15428f93b7f4,1371818001,41.502652,-73.721972,0,
6/21/2020 12:33,4.9883E+12,fraud_Crona and Sons,kids_pets,1.93,William,Thompson,M,977 Rita Grove Apt. 000,Rock Tavern,NY,12575,41.4575,-74.1659,2258,Building surveyor,3/17/1937,c86b29ee783636aaceb7687877924f9c,1371818010,40.857733,-73.447974,0,
6/21/2020 12:33,2.13158E+14,fraud_Bauch-Blanda,entertainment,20.03,Tara,Campbell,F,05050 Rogers Well Apt. 439,Rock Springs,WY,82901,41.606,-109.23,27971,Music therapist,8/1/1984,da32ba67b0979adb0c65a60bdb01e64c,1371818011,41.899218,-108.428107,0,
6/21/2020 12:33,4.50992E+15,fraud_Pouros-Haag,shopping_pos,7.93,Monica,West,F,22084 Smith Roads Suite 776,Hurley,SD,57036,43.2893,-97.1904,811,Neurosurgeon,3/28/1972,3aedf92246758786b01168d5dc5773b5,1371818025,43.795359,-96.833415,0,
6/21/2020 12:33,3.00443E+13,"fraud_Hahn, Bahringer and McLaughlin",personal_care,20.4,Allison,Ayala,F,87665 Karen Mill Apt. 586,Fort Myers,FL,33967,26.4722,-81.8122,224256,Paramedic,8/29/1985,07dba59572da1a0db2cc95a80b002af7,1371818038,26.674733,-82.009233,0,
6/21/2020 12:34,3.50238E+15,fraud_Ziemann-Waters,health_fitness,181.87,Kathleen,Martin,F,659 Nicole Cove Suite 560,New Waverly,TX,77358,30.5354,-95.4532,4993,"Scientist, biomedical",11/30/1948,a6dd646fb7f598d3545ade098183cbbd,1371818047,31.152375,-95.272196,0,
6/21/2020 12:34,4.71083E+18,"fraud_Wuckert, Wintheiser and Friesen",home,30.72,Juan,Henry,M,9795 Lori Island Suite 346,Turner,MT,59542,48.8328,-108.3961,192,Further education lecturer,1/4/1964,18aeb4f97adbab1170c6c1b60b82c228,1371818075,48.456992,-107.518067,0,
6/21/2020 12:35,4.65388E+15,fraud_Bauch-Blanda,entertainment,129.58,Monica,Tucker,F,302 Christina Islands,Smiths Grove,KY,42171,37.0581,-86.1938,6841,"Therapist, sports",6/6/1999,8ec457ccddf3114213845f9d8ea1759c,1371818155,36.192355,-85.869963,0,
6/21/2020 12:35,4.95683E+18,fraud_Bednar PLC,kids_pets,5.13,Kenneth,Robinson,M,269 Sanchez Rapids,Elizabeth,NJ,7208,40.6747,-74.2239,124967,Operational researcher,12/21/1980,049d3ba5ef543bdabfa44b6443f3d20e,1371818155,41.131668,-75.188408,0,
6/21/2020 12:36,3.59074E+15,fraud_Kihn Inc,shopping_pos,189.99,Kimberly,Gonzalez,F,72966 Shannon Pass Apt. 391,Bauxite,AR,72011,34.5091,-92.4828,4074,"Scientist, audiological",12/20/1975,bb3889edf0a90703cc3e281322e9aef1,1371818177,34.44252,-92.264081,0,
6/21/2020 12:37,4.7557E+12,fraud_Fisher Inc,shopping_net,5.37,Robert,Evans,M,01892 Patricia Vista Apt. 828,Sachse,TX,75048,32.9643,-96.6012,20328,Site engineer,6/20/1985,b75478a228cd12239ac8ec796664c665,1371818223,32.071768,-96.748077,0,
6/21/2020 12:37,3.54216E+15,fraud_Leffler-Goldner,personal_care,6.04,Bradley,Anderson,M,3896 Gilmore Mill,Emmons,MN,56029,43.5089,-93.4824,744,Communications engineer,1/28/1968,73cca6d94d97e2bb1a0c69d5decea9eb,1371818279,44.388218,-93.400188,0,
6/21/2020 12:38,3.0235E+13,"fraud_Schneider, Hayes and Nikolaus",food_dining,15.49,Matthew,Lambert,M,7188 Melissa Crest Apt. 151,New Holstein,WI,53061,43.9446,-88.0911,5196,Child psychotherapist,1/22/1978,17e947f7909a4423a22a41e9fe912281,1371818284,43.52303,-88.132231,0,
6/21/2020 12:38,1.80043E+14,"fraud_Greenholt, O'Hara and Balistreri",shopping_net,4.94,Charles,Robles,M,3337 Lisa Divide,Saint Petersburg,FL,33710,27.7898,-82.7243,341043,"Engineer, land",2/28/1989,7402f469a73cf016d793d3111306017b,1371818285,28.669762,-82.456744,0,
6/21/2020 12:38,4.14924E+15,fraud_Gottlieb-Hansen,personal_care,74.52,Tanner,Carroll,M,494 Burke Ports,Cokeburg,PA,15324,40.1008,-80.0652,632,Dealer,4/8/1989,069013b8389f4433e2e47ce227ccacf1,1371818302,40.067362,-80.213927,0,
6/21/2020 12:39,3.58379E+15,"fraud_Douglas, Schneider and Turner",shopping_pos,4.4,Beth,Lambert,F,6447 Johnson Estates Apt. 986,Roosevelt,OK,73564,34.847,-98.9836,551,Amenity horticulturist,9/27/1970,67d795902f1bdaf4d042abfaa2e37496,1371818350,34.858369,-98.135879,0,
6/21/2020 12:39,3.57579E+15,"fraud_Gutmann, McLaughlin and Wiza",home,71.68,Lindsay,Wilson,F,7618 Gonzales Mission,Centerview,MO,64019,38.7897,-93.8702,2368,Electronics engineer,7/17/1989,8caf8fcd904f367427bb0f699b8f7453,1371818365,39.485253,-92.983354,0,
6/21/2020 12:39,3.55363E+15,fraud_Champlin and Sons,home,33.97,Sharon,Johnson,F,7202 Jeffrey Mills,Conway,WA,98238,48.34,-122.3456,85,"Research officer, political party",9/1/1984,c8eebe4d993fde9d6a7cfbec8494bb59,1371818382,49.031436,-122.865744,0,
6/21/2020 12:39,3.75248E+14,fraud_Weber and Sons,food_dining,20.87,Joshua,Mendoza,M,4215 Miranda Field Suite 326,Tallmansville,WV,26237,38.8564,-80.158,571,Accounting technician,9/16/1967,5a5a8db2cf7f2d86fa35114a841092b5,1371818384,38.416893,-79.24534,0,
6/21/2020 12:39,4.42781E+12,fraud_Bednar PLC,kids_pets,19.41,Michelle,Rodriguez,F,1742 Brandon Squares Apt. 461,Ruidoso,NM,88355,33.3305,-105.6933,8874,Licensed conveyancer,8/16/2000,65aef2c6b0d2975569f05afdd8d23377,1371818385,33.775701,-106.03686,0,
6/21/2020 12:39,3.71985E+14,fraud_Bartoletti and Sons,personal_care,21.57,Benjamin,Martin,M,0495 Baker Manors,Oriskany Falls,NY,13425,42.9576,-75.4838,1970,"Programmer, multimedia",6/9/1949,3c01079627483229758e02ea10811e72,1371818389,42.541989,-75.057743,0,
6/21/2020 12:39,6.01135E+15,fraud_Powlowski-Weimann,food_dining,19.06,Samuel,Johnston,M,16285 Jessica Lights,Birmingham,AL,35229,33.4629,-86.7904,493806,Musician,7/12/1980,e77fc08b8dcf79c20e724fea72946660,1371818394,33.936769,-86.762376,0,
6/21/2020 12:39,6.76276E+11,"fraud_Lakin, Ferry and Beatty",food_dining,60.07,Edward,Hensley,M,24318 Dixon Mills,Elk Rapids,MI,49629,44.8955,-85.4082,2223,Chief Financial Officer,1/18/1986,42d03a3e38f7c5aa63cb51a56266e771,1371818396,45.877554,-85.362472,0,
6/21/2020 12:40,4.17395E+15,fraud_Brown-Greenholt,entertainment,15.8,Stephen,Marshall,M,47144 Roberts Keys,Monmouth Beach,NJ,7750,40.333,-73.9809,3279,Health promotion specialist,10/5/1978,a0d3f84d700dfb8165a63087f824d381,1371818432,41.186828,-74.811464,0,
6/21/2020 12:40,6.0112E+15,"fraud_Terry, Johns and Bins",misc_pos,2.01,Vincent,Ward,M,06730 Joshua Isle Suite 555,North Brookfield,MA,1535,42.2665,-72.0821,4680,Field seismologist,4/3/1986,8a358086076dd14ded0409aa035d2e6f,1371818433,42.127625,-71.635136,0,
6/21/2020 12:40,4.22371E+18,fraud_Thiel-Thiel,entertainment,75.24,Adam,Riddle,M,27718 Mason Bypass,Mount Saint Joseph,OH,45051,39.0965,-84.6431,177,Exhibition designer,5/30/1974,eb52e370f7ed2183cf36ab2f6424c5df,1371818436,39.417127,-84.959324,0,
6/21/2020 12:40,6.75962E+11,fraud_Kuhn Group,food_dining,56.3,Christopher,Cummings,M,478 George Course Apt. 056,Sprague,NE,68438,40.6267,-96.7456,142,Chiropodist,8/24/1967,e127320e58b70c069149e3973d0eb45a,1371818445,41.41602,-95.774493,0,
6/21/2020 12:41,6.30426E+11,"fraud_Schaefer, Fay and Hilll",entertainment,5.95,Bryan,Miller,M,411 Laurie Fords,Cass,WV,24927,38.388,-79.9906,365,Special effects artist,3/14/1970,5fd8939565a1580d370082d81bbcb1f4,1371818494,38.665727,-80.435349,0,
6/21/2020 12:42,4.70899E+15,"fraud_Roberts, Ryan and Smith",personal_care,19.73,Jared,Walters,M,3326 Hannah Fords,Cord,AR,72524,35.8184,-91.3375,376,"Designer, ceramics/pottery",9/8/1938,ca1bd51b5324c47c68bed7bbfdd80753,1371818527,34.871462,-91.496576,0,
6/21/2020 12:42,3.0235E+13,fraud_Stiedemann Ltd,food_dining,128.33,Matthew,Lambert,M,7188 Melissa Crest Apt. 151,New Holstein,WI,53061,43.9446,-88.0911,5196,Child psychotherapist,1/22/1978,7f736b6cf6e36cdada7694aeca3daa24,1371818531,43.051363,-87.799946,0,
